,race,position,number,Driver,original_team_name,laps,secs,points,year
298,"Suzuka International Racing Course, Japan",NC,12,BUE,STR Ferrari,11,DNF,0,2009
299,"Autodromo Jose Carlos Pace, Brazil",1,14,WEB,RBR Renault,71,32:23.1,10,2009
300,"Autodromo Jose Carlos Pace, Brazil",2,5,KUB,Sauber BMW,71,+7.626s,8,2009
301,"Autodromo Jose Carlos Pace, Brazil",3,1,HAM,McLaren Mercedes,71,+18.944s,6,2009
302,"Autodromo Jose Carlos Pace, Brazil",4,15,VET,RBR Renault,71,+19.652s,5,2009
303,"Autodromo Jose Carlos Pace, Brazil",5,22,BUT,Brawn Mercedes,71,+29.005s,4,2009
304,"Autodromo Jose Carlos Pace, Brazil",6,4,RAI,Ferrari,71,+33.340s,3,2009
305,"Autodromo Jose Carlos Pace, Brazil",7,12,BUE,STR Ferrari,71,+35.991s,2,2009
306,"Autodromo Jose Carlos Pace, Brazil",8,23,BAR,Brawn Mercedes,71,+45.454s,1,2009
307,"Autodromo Jose Carlos Pace, Brazil",9,10,KOB,Toyota,71,+63.324s,0,2009
308,"Autodromo Jose Carlos Pace, Brazil",10,3,FIS,Ferrari,71,+70.665s,0,2009
309,"Autodromo Jose Carlos Pace, Brazil",11,21,LIU,Force India Mercedes,71,+71.388s,0,2009
310,"Autodromo Jose Carlos Pace, Brazil",12,2,KOV,McLaren Mercedes,71,+73.499s,0,2009
311,"Autodromo Jose Carlos Pace, Brazil",13,8,GRO,Renault,70,+1 lap,0,2009
312,"Autodromo Jose Carlos Pace, Brazil",14,11,ALG,STR Ferrari,70,+1 lap,0,2009
313,"Autodromo Jose Carlos Pace, Brazil",NC,17,NAK,Williams Toyota,30,DNF,0,2009
314,"Autodromo Jose Carlos Pace, Brazil",NC,16,ROS,Williams Toyota,27,DNF,0,2009
315,"Autodromo Jose Carlos Pace, Brazil",NC,6,HEI,Sauber BMW,21,DNF,0,2009
316,"Autodromo Jose Carlos Pace, Brazil",NC,20,SUT,Force India Mercedes,0,DNF,0,2009
317,"Autodromo Jose Carlos Pace, Brazil",NC,9,TRU,Toyota,0,DNF,0,2009
318,"Autodromo Jose Carlos Pace, Brazil",NC,7,ALO,Renault,0,DNF,0,2009
319,"Yas Marina Circuit, Abu Dhabi",1,15,VET,RBR Renault,55,34:03.4,10,2009
320,"Yas Marina Circuit, Abu Dhabi",2,14,WEB,RBR Renault,55,+17.857s,8,2009
321,"Yas Marina Circuit, Abu Dhabi",3,22,BUT,Brawn Mercedes,55,+18.467s,6,2009
322,"Yas Marina Circuit, Abu Dhabi",4,23,BAR,Brawn Mercedes,55,+22.735s,5,2009
323,"Yas Marina Circuit, Abu Dhabi",5,6,HEI,Sauber BMW,55,+26.253s,4,2009
324,"Yas Marina Circuit, Abu Dhabi",6,10,KOB,Toyota,55,+28.343s,3,2009
325,"Yas Marina Circuit, Abu Dhabi",7,9,TRU,Toyota,55,+34.366s,2,2009
326,"Yas Marina Circuit, Abu Dhabi",8,12,BUE,STR Ferrari,55,+41.294s,1,2009
327,"Yas Marina Circuit, Abu Dhabi",9,16,ROS,Williams Toyota,55,+45.941s,0,2009
328,"Yas Marina Circuit, Abu Dhabi",10,5,KUB,Sauber BMW,55,+48.180s,0,2009
329,"Yas Marina Circuit, Abu Dhabi",11,2,KOV,McLaren Mercedes,55,+52.798s,0,2009
330,"Yas Marina Circuit, Abu Dhabi",12,4,RAI,Ferrari,55,+54.317s,0,2009
331,"Yas Marina Circuit, Abu Dhabi",13,17,NAK,Williams Toyota,55,+59.839s,0,2009
332,"Yas Marina Circuit, Abu Dhabi",14,7,ALO,Renault,55,+69.687s,0,2009
333,"Yas Marina Circuit, Abu Dhabi",15,21,LIU,Force India Mercedes,55,+94.450s,0,2009
334,"Yas Marina Circuit, Abu Dhabi",16,3,FIS,Ferrari,54,+1 lap,0,2009
335,"Yas Marina Circuit, Abu Dhabi",17,20,SUT,Force India Mercedes,54,+1 lap,0,2009
336,"Yas Marina Circuit, Abu Dhabi",18,8,GRO,Renault,54,+1 lap,0,2009
337,"Yas Marina Circuit, Abu Dhabi",NC,1,HAM,McLaren Mercedes,20,DNF,0,2009
338,"Yas Marina Circuit, Abu Dhabi",NC,11,ALG,STR Ferrari,18,DNF,0,2009
339,"Bahrain International Circuit, Bahrain",1,8,ALO,Ferrari,49,39:20.4,25,2010
340,"Bahrain International Circuit, Bahrain",2,7,MAS,Ferrari,49,+16.099s,18,2010
341,"Bahrain International Circuit, Bahrain",3,2,HAM,McLaren Mercedes,49,+23.182s,15,2010
342,"Bahrain International Circuit, Bahrain",4,5,VET,RBR Renault,49,+38.799s,12,2010
343,"Bahrain International Circuit, Bahrain",5,4,ROS,Mercedes,49,+40.213s,10,2010
344,"Bahrain International Circuit, Bahrain",6,3,MSC,Mercedes,49,+44.163s,8,2010
345,"Bahrain International Circuit, Bahrain",7,1,BUT,McLaren Mercedes,49,+45.280s,6,2010
346,"Bahrain International Circuit, Bahrain",8,6,WEB,RBR Renault,49,+46.360s,4,2010
347,"Bahrain International Circuit, Bahrain",9,15,LIU,Force India Mercedes,49,+53.008s,2,2010
348,"Bahrain International Circuit, Bahrain",10,9,BAR,Williams Cosworth,49,+62.489s,1,2010
349,"Bahrain International Circuit, Bahrain",11,11,KUB,Renault,49,+69.093s,0,2010
350,"Bahrain International Circuit, Bahrain",12,14,SUT,Force India Mercedes,49,+82.958s,0,2010
351,"Bahrain International Circuit, Bahrain",13,17,ALG,STR Ferrari,49,+92.656s,0,2010
352,"Bahrain International Circuit, Bahrain",14,10,HUL,Williams Cosworth,48,+1 lap,0,2010
353,"Bahrain International Circuit, Bahrain",15,19,KOV,Lotus Cosworth,47,+2 laps,0,2010
354,"Bahrain International Circuit, Bahrain",16,16,BUE,STR Ferrari,46,+3 laps,0,2010
355,"Bahrain International Circuit, Bahrain",17,18,TRU,Lotus Cosworth,46,DNF,0,2010
356,"Bahrain International Circuit, Bahrain",NC,22,DLR,Sauber Ferrari,28,DNF,0,2010
357,"Bahrain International Circuit, Bahrain",NC,21,SEN,HRT Cosworth,17,DNF,0,2010
358,"Bahrain International Circuit, Bahrain",NC,24,GLO,Virgin Cosworth,16,DNF,0,2010
359,"Bahrain International Circuit, Bahrain",NC,12,PET,Renault,13,DNF,0,2010
360,"Bahrain International Circuit, Bahrain",NC,23,KOB,Sauber Ferrari,11,DNF,0,2010
361,"Bahrain International Circuit, Bahrain",NC,25,DIG,Virgin Cosworth,2,DNF,0,2010
362,"Bahrain International Circuit, Bahrain",NC,20,CHD,HRT Cosworth,1,DNF,0,2010
363,"Melbourne Grand Prix Circuit, Australia",1,1,BUT,McLaren Mercedes,58,33:36.5,25,2010
364,"Melbourne Grand Prix Circuit, Australia",2,11,KUB,Renault,58,+12.034s,18,2010
365,"Melbourne Grand Prix Circuit, Australia",3,7,MAS,Ferrari,58,+14.488s,15,2010
366,"Melbourne Grand Prix Circuit, Australia",4,8,ALO,Ferrari,58,+16.304s,12,2010
367,"Melbourne Grand Prix Circuit, Australia",5,4,ROS,Mercedes,58,+16.683s,10,2010
368,"Melbourne Grand Prix Circuit, Australia",6,2,HAM,McLaren Mercedes,58,+29.898s,8,2010
369,"Melbourne Grand Prix Circuit, Australia",7,15,LIU,Force India Mercedes,58,+59.847s,6,2010
370,"Melbourne Grand Prix Circuit, Australia",8,9,BAR,Williams Cosworth,58,+60.536s,4,2010
371,"Melbourne Grand Prix Circuit, Australia",9,6,WEB,RBR Renault,58,+67.319s,2,2010
372,"Melbourne Grand Prix Circuit, Australia",10,3,MSC,Mercedes,58,+69.391s,1,2010
373,"Melbourne Grand Prix Circuit, Australia",11,17,ALG,STR Ferrari,58,+71.301s,0,2010
374,"Melbourne Grand Prix Circuit, Australia",12,22,DLR,Sauber Ferrari,58,+74.084s,0,2010
375,"Melbourne Grand Prix Circuit, Australia",13,19,KOV,Lotus Cosworth,56,+2 laps,0,2010
376,"Melbourne Grand Prix Circuit, Australia",14,20,CHD,HRT Cosworth,53,+5 laps,0,2010
377,"Melbourne Grand Prix Circuit, Australia",NC,24,GLO,Virgin Cosworth,41,DNF,0,2010
378,"Melbourne Grand Prix Circuit, Australia",NC,25,DIG,Virgin Cosworth,26,DNF,0,2010
379,"Melbourne Grand Prix Circuit, Australia",NC,5,VET,RBR Renault,25,DNF,0,2010
380,"Melbourne Grand Prix Circuit, Australia",NC,14,SUT,Force India Mercedes,9,DNF,0,2010
381,"Melbourne Grand Prix Circuit, Australia",NC,12,PET,Renault,9,DNF,0,2010
382,"Melbourne Grand Prix Circuit, Australia",NC,21,SEN,HRT Cosworth,4,DNF,0,2010
383,"Melbourne Grand Prix Circuit, Australia",NC,16,BUE,STR Ferrari,0,DNF,0,2010
384,"Melbourne Grand Prix Circuit, Australia",NC,10,HUL,Williams Cosworth,0,DNF,0,2010
385,"Melbourne Grand Prix Circuit, Australia",NC,23,KOB,Sauber Ferrari,0,DNF,0,2010
386,"Melbourne Grand Prix Circuit, Australia",NC,18,TRU,Lotus Cosworth,,DNS,0,2010
387,"Sepang International Circuit, Malaysia",1,5,VET,RBR Renault,56,33:48.4,25,2010
388,"Sepang International Circuit, Malaysia",2,6,WEB,RBR Renault,56,+4.849s,18,2010
389,"Sepang International Circuit, Malaysia",3,4,ROS,Mercedes,56,+13.504s,15,2010
390,"Sepang International Circuit, Malaysia",4,11,KUB,Renault,56,+18.589s,12,2010
391,"Sepang International Circuit, Malaysia",5,14,SUT,Force India Mercedes,56,+21.059s,10,2010
392,"Sepang International Circuit, Malaysia",6,2,HAM,McLaren Mercedes,56,+23.471s,8,2010
393,"Sepang International Circuit, Malaysia",7,7,MAS,Ferrari,56,+27.068s,6,2010
394,"Sepang International Circuit, Malaysia",8,1,BUT,McLaren Mercedes,56,+37.918s,4,2010
395,"Sepang International Circuit, Malaysia",9,17,ALG,STR Ferrari,56,+70.602s,2,2010
396,"Sepang International Circuit, Malaysia",10,10,HUL,Williams Cosworth,56,+73.399s,1,2010
397,"Sepang International Circuit, Malaysia",11,16,BUE,STR Ferrari,56,+78.938s,0,2010
398,"Sepang International Circuit, Malaysia",12,9,BAR,Williams Cosworth,55,+1 lap,0,2010
399,"Sepang International Circuit, Malaysia",13,8,ALO,Ferrari,54,DNF,0,2010
400,"Sepang International Circuit, Malaysia",14,25,DIG,Virgin Cosworth,53,+3 laps,0,2010
401,"Sepang International Circuit, Malaysia",15,20,CHD,HRT Cosworth,53,+3 laps,0,2010
402,"Sepang International Circuit, Malaysia",16,21,SEN,HRT Cosworth,52,+4 laps,0,2010
403,"Sepang International Circuit, Malaysia",17,18,TRU,Lotus Cosworth,51,+5 laps,0,2010
404,"Sepang International Circuit, Malaysia",NC,19,KOV,Lotus Cosworth,46,+10 laps,0,2010
405,"Sepang International Circuit, Malaysia",NC,12,PET,Renault,32,DNF,0,2010
406,"Sepang International Circuit, Malaysia",NC,15,LIU,Force India Mercedes,12,DNF,0,2010
407,"Sepang International Circuit, Malaysia",NC,3,MSC,Mercedes,9,DNF,0,2010
408,"Sepang International Circuit, Malaysia",NC,23,KOB,Sauber Ferrari,8,DNF,0,2010
409,"Sepang International Circuit, Malaysia",NC,24,GLO,Virgin Cosworth,2,DNF,0,2010
410,"Sepang International Circuit, Malaysia",NC,22,DLR,Sauber Ferrari,,DNS,0,2010
411,"Shanghai International Circuit, China",1,1,BUT,McLaren Mercedes,56,46:42.2,25,2010
412,"Shanghai International Circuit, China",2,2,HAM,McLaren Mercedes,56,+1.530s,18,2010
413,"Shanghai International Circuit, China",3,4,ROS,Mercedes,56,+9.484s,15,2010
414,"Shanghai International Circuit, China",4,8,ALO,Ferrari,56,+11.869s,12,2010
415,"Shanghai International Circuit, China",5,11,KUB,Renault,56,+22.213s,10,2010
416,"Shanghai International Circuit, China",6,5,VET,RBR Renault,56,+33.310s,8,2010
417,"Shanghai International Circuit, China",7,12,PET,Renault,56,+47.600s,6,2010
418,"Shanghai International Circuit, China",8,6,WEB,RBR Renault,56,+52.172s,4,2010
419,"Shanghai International Circuit, China",9,7,MAS,Ferrari,56,+57.796s,2,2010
420,"Shanghai International Circuit, China",10,3,MSC,Mercedes,56,+61.749s,1,2010
421,"Shanghai International Circuit, China",11,14,SUT,Force India Mercedes,56,+62.874s,0,2010
422,"Shanghai International Circuit, China",12,9,BAR,Williams Cosworth,56,+63.665s,0,2010
423,"Shanghai International Circuit, China",13,17,ALG,STR Ferrari,56,+71.416s,0,2010
424,"Shanghai International Circuit, China",14,19,KOV,Lotus Cosworth,55,+1 lap,0,2010
425,"Shanghai International Circuit, China",15,10,HUL,Williams Cosworth,55,+1 lap,0,2010
426,"Shanghai International Circuit, China",16,21,SEN,HRT Cosworth,54,+2 laps,0,2010
427,"Shanghai International Circuit, China",17,20,CHD,HRT Cosworth,52,+4 laps,0,2010
428,"Shanghai International Circuit, China",NC,18,TRU,Lotus Cosworth,26,DNF,0,2010
429,"Shanghai International Circuit, China",NC,25,DIG,Virgin Cosworth,8,DNF,0,2010
430,"Shanghai International Circuit, China",NC,22,DLR,Sauber Ferrari,7,DNF,0,2010
431,"Shanghai International Circuit, China",NC,16,BUE,STR Ferrari,0,DNF,0,2010
432,"Shanghai International Circuit, China",NC,23,KOB,Sauber Ferrari,0,DNF,0,2010
433,"Shanghai International Circuit, China",NC,15,LIU,Force India Mercedes,0,DNF,0,2010
434,"Shanghai International Circuit, China",NC,24,GLO,Virgin Cosworth,,DNS,0,2010
435,"Circuit de Catalunya, Spain",1,6,WEB,RBR Renault,66,35:44.1,25,2010
436,"Circuit de Catalunya, Spain",2,8,ALO,Ferrari,66,+24.065s,18,2010
437,"Circuit de Catalunya, Spain",3,5,VET,RBR Renault,66,+51.338s,15,2010
438,"Circuit de Catalunya, Spain",4,3,MSC,Mercedes,66,+62.195s,12,2010
439,"Circuit de Catalunya, Spain",5,1,BUT,McLaren Mercedes,66,+63.728s,10,2010
440,"Circuit de Catalunya, Spain",6,7,MAS,Ferrari,66,+65.767s,8,2010
441,"Circuit de Catalunya, Spain",7,14,SUT,Force India Mercedes,66,+72.941s,6,2010
442,"Circuit de Catalunya, Spain",8,11,KUB,Renault,66,+73.677s,4,2010
443,"Circuit de Catalunya, Spain",9,9,BAR,Williams Cosworth,65,+1 lap,2,2010
444,"Circuit de Catalunya, Spain",10,17,ALG,STR Ferrari,65,+1 lap,1,2010
445,"Circuit de Catalunya, Spain",11,12,PET,Renault,65,+1 lap,0,2010
446,"Circuit de Catalunya, Spain",12,23,KOB,Sauber Ferrari,65,+1 lap,0,2010
447,"Circuit de Catalunya, Spain",13,4,ROS,Mercedes,65,+1 lap,0,2010
448,"Circuit de Catalunya, Spain",14,2,HAM,McLaren Mercedes,64,DNF,0,2010
449,"Circuit de Catalunya, Spain",15,15,LIU,Force India Mercedes,64,DNF,0,2010
450,"Circuit de Catalunya, Spain",16,10,HUL,Williams Cosworth,64,+2 laps,0,2010
451,"Circuit de Catalunya, Spain",17,18,TRU,Lotus Cosworth,63,+3 laps,0,2010
452,"Circuit de Catalunya, Spain",18,24,GLO,Virgin Cosworth,63,+3 laps,0,2010
453,"Circuit de Catalunya, Spain",19,25,DIG,Virgin Cosworth,62,+4 laps,0,2010
454,"Circuit de Catalunya, Spain",NC,16,BUE,STR Ferrari,42,DNF,0,2010
455,"Circuit de Catalunya, Spain",NC,20,CHD,HRT Cosworth,27,DNF,0,2010
456,"Circuit de Catalunya, Spain",NC,22,DLR,Sauber Ferrari,18,DNF,0,2010
457,"Circuit de Catalunya, Spain",NC,21,SEN,HRT Cosworth,0,DNF,0,2010
458,"Circuit de Catalunya, Spain",NC,19,KOV,Lotus Cosworth,,DNS,0,2010
459,"Circuit de Monaco, Monaco",1,6,WEB,RBR Renault,78,50:13.4,25,2010
460,"Circuit de Monaco, Monaco",2,5,VET,RBR Renault,78,+0.448s,18,2010
461,"Circuit de Monaco, Monaco",3,11,KUB,Renault,78,+1.675s,15,2010
462,"Circuit de Monaco, Monaco",4,7,MAS,Ferrari,78,+2.666s,12,2010
463,"Circuit de Monaco, Monaco",5,2,HAM,McLaren Mercedes,78,+4.363s,10,2010
464,"Circuit de Monaco, Monaco",6,8,ALO,Ferrari,78,+6.341s,8,2010
465,"Circuit de Monaco, Monaco",7,4,ROS,Mercedes,78,+6.651s,6,2010
466,"Circuit de Monaco, Monaco",8,14,SUT,Force India Mercedes,78,+6.970s,4,2010
467,"Circuit de Monaco, Monaco",9,15,LIU,Force India Mercedes,78,+7.305s,2,2010
468,"Circuit de Monaco, Monaco",10,16,BUE,STR Ferrari,78,+8.199s,1,2010
469,"Circuit de Monaco, Monaco",11,17,ALG,STR Ferrari,78,+9.135s,0,2010
470,"Circuit de Monaco, Monaco",12,3,MSC,Mercedes,78,+25.712s,0,2010
471,"Circuit de Monaco, Monaco",13,12,PET,Renault,73,DNF,0,2010
472,"Circuit de Monaco, Monaco",14,20,CHD,HRT Cosworth,70,DNF,0,2010
473,"Circuit de Monaco, Monaco",15,18,TRU,Lotus Cosworth,70,DNF,0,2010
474,"Circuit de Monaco, Monaco",NC,19,KOV,Lotus Cosworth,58,DNF,0,2010
475,"Circuit de Monaco, Monaco",NC,21,SEN,HRT Cosworth,58,DNF,0,2010
476,"Circuit de Monaco, Monaco",NC,9,BAR,Williams Cosworth,30,DNF,0,2010
477,"Circuit de Monaco, Monaco",NC,23,KOB,Sauber Ferrari,26,DNF,0,2010
478,"Circuit de Monaco, Monaco",NC,25,DIG,Virgin Cosworth,25,DNF,0,2010
479,"Circuit de Monaco, Monaco",NC,24,GLO,Virgin Cosworth,22,DNF,0,2010
480,"Circuit de Monaco, Monaco",NC,22,DLR,Sauber Ferrari,21,DNF,0,2010
481,"Circuit de Monaco, Monaco",NC,1,BUT,McLaren Mercedes,2,DNF,0,2010
482,"Circuit de Monaco, Monaco",NC,10,HUL,Williams Cosworth,0,DNF,0,2010
483,"Istanbul Park, Turkey",1,2,HAM,McLaren Mercedes,58,28:47.6,25,2010
484,"Istanbul Park, Turkey",2,1,BUT,McLaren Mercedes,58,+2.645s,18,2010
485,"Istanbul Park, Turkey",3,6,WEB,RBR Renault,58,+24.285s,15,2010
486,"Istanbul Park, Turkey",4,3,MSC,Mercedes,58,+31.110s,12,2010
487,"Istanbul Park, Turkey",5,4,ROS,Mercedes,58,+32.266s,10,2010
488,"Istanbul Park, Turkey",6,11,KUB,Renault,58,+32.824s,8,2010
489,"Istanbul Park, Turkey",7,7,MAS,Ferrari,58,+36.635s,6,2010
490,"Istanbul Park, Turkey",8,8,ALO,Ferrari,58,+46.544s,4,2010
491,"Istanbul Park, Turkey",9,14,SUT,Force India Mercedes,58,+49.029s,2,2010
492,"Istanbul Park, Turkey",10,23,KOB,Sauber Ferrari,58,+65.650s,1,2010
493,"Istanbul Park, Turkey",11,22,DLR,Sauber Ferrari,58,+65.944s,0,2010
494,"Istanbul Park, Turkey",12,17,ALG,STR Ferrari,58,+67.800s,0,2010
495,"Istanbul Park, Turkey",13,15,LIU,Force India Mercedes,57,+1 lap,0,2010
496,"Istanbul Park, Turkey",14,9,BAR,Williams Cosworth,57,+1 lap,0,2010
497,"Istanbul Park, Turkey",15,12,PET,Renault,57,+1 lap,0,2010
498,"Istanbul Park, Turkey",16,16,BUE,STR Ferrari,57,+1 lap,0,2010
499,"Istanbul Park, Turkey",17,10,HUL,Williams Cosworth,57,+1 lap,0,2010
500,"Istanbul Park, Turkey",18,24,GLO,Virgin Cosworth,55,+3 laps,0,2010
501,"Istanbul Park, Turkey",19,25,DIG,Virgin Cosworth,55,+3 laps,0,2010
502,"Istanbul Park, Turkey",20,20,CHD,HRT Cosworth,52,DNF,0,2010
503,"Istanbul Park, Turkey",NC,21,SEN,HRT Cosworth,46,DNF,0,2010
504,"Istanbul Park, Turkey",NC,5,VET,RBR Renault,39,DNF,0,2010
505,"Istanbul Park, Turkey",NC,19,KOV,Lotus Cosworth,33,DNF,0,2010
506,"Istanbul Park, Turkey",NC,18,TRU,Lotus Cosworth,32,DNF,0,2010
507,"Circuit Gilles-Villeneuve, Canada",1,2,HAM,McLaren Mercedes,70,33:53.5,25,2010
508,"Circuit Gilles-Villeneuve, Canada",2,1,BUT,McLaren Mercedes,70,+2.254s,18,2010
509,"Circuit Gilles-Villeneuve, Canada",3,8,ALO,Ferrari,70,+9.214s,15,2010
510,"Circuit Gilles-Villeneuve, Canada",4,5,VET,RBR Renault,70,+37.817s,12,2010
511,"Circuit Gilles-Villeneuve, Canada",5,6,WEB,RBR Renault,70,+39.291s,10,2010
512,"Circuit Gilles-Villeneuve, Canada",6,4,ROS,Mercedes,70,+56.084s,8,2010
513,"Circuit Gilles-Villeneuve, Canada",7,11,KUB,Renault,70,+57.300s,6,2010
514,"Circuit Gilles-Villeneuve, Canada",8,16,BUE,STR Ferrari,69,+1 lap,4,2010
515,"Circuit Gilles-Villeneuve, Canada",9,15,LIU,Force India Mercedes,69,+1 lap,2,2010
516,"Circuit Gilles-Villeneuve, Canada",10,14,SUT,Force India Mercedes,69,+1 lap,1,2010
517,"Circuit Gilles-Villeneuve, Canada",11,3,MSC,Mercedes,69,+1 lap,0,2010
518,"Circuit Gilles-Villeneuve, Canada",12,17,ALG,STR Ferrari,69,+1 lap,0,2010
519,"Circuit Gilles-Villeneuve, Canada",13,10,HUL,Williams Cosworth,69,+1 lap,0,2010
520,"Circuit Gilles-Villeneuve, Canada",14,9,BAR,Williams Cosworth,69,+1 lap,0,2010
521,"Circuit Gilles-Villeneuve, Canada",15,7,MAS,Ferrari,69,+1 lap,0,2010
522,"Circuit Gilles-Villeneuve, Canada",16,19,KOV,Lotus Cosworth,68,+2 laps,0,2010
523,"Circuit Gilles-Villeneuve, Canada",17,12,PET,Renault,68,+2 laps,0,2010
524,"Circuit Gilles-Villeneuve, Canada",18,20,CHD,HRT Cosworth,66,+4 laps,0,2010
525,"Circuit Gilles-Villeneuve, Canada",19,25,DIG,Virgin Cosworth,65,+5 laps,0,2010
526,"Circuit Gilles-Villeneuve, Canada",NC,24,GLO,Virgin Cosworth,50,DNF,0,2010
527,"Circuit Gilles-Villeneuve, Canada",NC,18,TRU,Lotus Cosworth,42,DNF,0,2010
528,"Circuit Gilles-Villeneuve, Canada",NC,22,DLR,Sauber Ferrari,30,DNF,0,2010
529,"Circuit Gilles-Villeneuve, Canada",NC,21,SEN,HRT Cosworth,13,DNF,0,2010
530,"Circuit Gilles-Villeneuve, Canada",NC,23,KOB,Sauber Ferrari,1,DNF,0,2010
531,"Valencia Street Circuit, Spain",1,5,VET,RBR Renault,57,40:29.6,25,2010
532,"Valencia Street Circuit, Spain",2,2,HAM,McLaren Mercedes,57,+5.042s,18,2010
533,"Valencia Street Circuit, Spain",3,1,BUT,McLaren Mercedes,57,+12.658s,15,2010
534,"Valencia Street Circuit, Spain",4,9,BAR,Williams Cosworth,57,+25.627s,12,2010
535,"Valencia Street Circuit, Spain",5,11,KUB,Renault,57,+27.122s,10,2010
536,"Valencia Street Circuit, Spain",6,14,SUT,Force India Mercedes,57,+30.168s,8,2010
537,"Valencia Street Circuit, Spain",7,23,KOB,Sauber Ferrari,57,+30.965s,6,2010
538,"Valencia Street Circuit, Spain",8,8,ALO,Ferrari,57,+32.809s,4,2010
539,"Valencia Street Circuit, Spain",9,16,BUE,STR Ferrari,57,+36.299s,2,2010
540,"Valencia Street Circuit, Spain",10,4,ROS,Mercedes,57,+44.382s,1,2010
541,"Valencia Street Circuit, Spain",11,7,MAS,Ferrari,57,+46.621s,0,2010
542,"Valencia Street Circuit, Spain",12,22,DLR,Sauber Ferrari,57,+47.414s,0,2010
543,"Valencia Street Circuit, Spain",13,17,ALG,STR Ferrari,57,+48.239s,0,2010
544,"Valencia Street Circuit, Spain",14,12,PET,Renault,57,+48.287s,0,2010
545,"Valencia Street Circuit, Spain",15,3,MSC,Mercedes,57,+48.826s,0,2010
546,"Valencia Street Circuit, Spain",16,15,LIU,Force India Mercedes,57,+50.890s,0,2010
547,"Valencia Street Circuit, Spain",17,25,DIG,Virgin Cosworth,56,+1 lap,0,2010
548,"Valencia Street Circuit, Spain",18,20,CHD,HRT Cosworth,55,+2 laps,0,2010
549,"Valencia Street Circuit, Spain",19,24,GLO,Virgin Cosworth,55,+2 laps,0,2010
550,"Valencia Street Circuit, Spain",20,21,SEN,HRT Cosworth,55,+2 laps,0,2010
551,"Valencia Street Circuit, Spain",21,18,TRU,Lotus Cosworth,53,+4 laps,0,2010
552,"Valencia Street Circuit, Spain",NC,10,HUL,Williams Cosworth,49,DNF,0,2010
553,"Valencia Street Circuit, Spain",NC,19,KOV,Lotus Cosworth,8,DNF,0,2010
554,"Valencia Street Circuit, Spain",NC,6,WEB,RBR Renault,8,DNF,0,2010
555,"Silverstone Circuit, Great Britain",1,6,WEB,RBR Renault,52,24:38.2,25,2010
556,"Silverstone Circuit, Great Britain",2,2,HAM,McLaren Mercedes,52,+1.360s,18,2010
557,"Silverstone Circuit, Great Britain",3,4,ROS,Mercedes,52,+21.307s,15,2010
558,"Silverstone Circuit, Great Britain",4,1,BUT,McLaren Mercedes,52,+21.986s,12,2010
559,"Silverstone Circuit, Great Britain",5,9,BAR,Williams Cosworth,52,+31.456s,10,2010
560,"Silverstone Circuit, Great Britain",6,23,KOB,Sauber Ferrari,52,+32.171s,8,2010
561,"Silverstone Circuit, Great Britain",7,5,VET,RBR Renault,52,+36.734s,6,2010
562,"Silverstone Circuit, Great Britain",8,14,SUT,Force India Mercedes,52,+40.932s,4,2010
563,"Silverstone Circuit, Great Britain",9,3,MSC,Mercedes,52,+41.599s,2,2010
564,"Silverstone Circuit, Great Britain",10,10,HUL,Williams Cosworth,52,+42.012s,1,2010
565,"Silverstone Circuit, Great Britain",11,15,LIU,Force India Mercedes,52,+42.459s,0,2010
566,"Silverstone Circuit, Great Britain",12,16,BUE,STR Ferrari,52,+47.627s,0,2010
